漢字,臺灣台語羅馬字
八十九兆个,pueh-tsa̍p-káu-tiāu ê
九十兆个,káu-tsa̍p-tiāu ê
九十一兆个,káu-tsa̍p-it-tiāu ê
九十二兆个,káu-tsa̍p-jī-tiāu ê
九十二兆个,káu-tsa̍p-lī-tiāu ê
九十三兆个,káu-tsa̍p-sann-tiāu ê
九十四兆个,káu-tsa̍p-sì-tiāu ê
九十五兆个,káu-tsa̍p-gōo-tiāu ê
九十六兆个,káu-tsa̍p-la̍k-tiāu ê
九十七兆个,káu-tsa̍p-tshit-tiāu ê
九十八兆个,káu-tsa̍p-peh-tiāu ê
九十八兆个,káu-tsa̍p-pueh-tiāu ê
九十九兆个,káu-tsa̍p-káu-tiāu ê
一點,tsi̍t tiám
一點,it tiám
兩點,nn̄g tiám
二點,jī tiám
二點,lī tiám
三點,sann tiám
四點,sì tiám
五點,gōo tiám
六點,la̍k tiám
七點,tshit tiám
八點,peh tiám
八點,pueh tiám
九點,káu tiám
十點,tsa̍p tiám
十一點,tsa̍p-it tiám
十二點,tsa̍p-jī tiám
十二點,tsa̍p-lī tiám
一分,tsi̍t hun
一分,it hun
兩分,nn̄g hun
二分,jī hun
二分,lī hun
三分,sann hun
四分,sì hun
五分,gōo hun
六分,la̍k hun
七分,tshit hun
八分,peh hun
八分,pueh hun
九分,káu hun
十分,tsa̍p hun
十一分,tsa̍p-it hun
十二分,tsa̍p-jī hun
十二分,tsa̍p-lī hun
十三分,tsa̍p-sann hun
十四分,tsa̍p-sì hun
十五分,tsa̍p-gōo hun
十六分,tsa̍p-la̍k hun
十七分,tsa̍p-tshit hun
十八分,tsa̍p-peh hun
十八分,tsa̍p-pueh hun
十九分,tsa̍p-káu hun
二十分,jī-tsa̍p hun
二十一分,jī-tsa̍p-it hun
二十二分,jī-tsa̍p-jī hun
二十三分,jī-tsa̍p-sann hun
二十四分,jī-tsa̍p-sì hun
二十五分,jī-tsa̍p-gōo hun
二十六分,jī-tsa̍p-la̍k hun
二十七分,jī-tsa̍p-tshit hun
二十八分,jī-tsa̍p-peh hun
二十九分,jī-tsa̍p-káu hun
二十分,lī-tsa̍p hun
二十一分,lī-tsa̍p-it hun
二十二分,lī-tsa̍p-lī hun
二十三分,lī-tsa̍p-sann hun
二十四分,lī-tsa̍p-sì hun
二十五分,lī-tsa̍p-gōo hun
二十六分,lī-tsa̍p-la̍k hun
二十七分,lī-tsa̍p-tshit hun
二十八分,lī-tsa̍p-pueh hun
二十九分,lī-tsa̍p-káu hun
三十分,sann-tsa̍p hun
三十一分,sann-tsa̍p-it hun
三十二分,sann-tsa̍p-jī hun
三十二分,sann-tsa̍p-lī hun
三十三分,sann-tsa̍p-sann hun
三十四分,sann-tsa̍p-sì hun
三十五分,sann-tsa̍p-gōo hun
三十六分,sann-tsa̍p-la̍k hun
三十七分,sann-tsa̍p-tshit hun
三十八分,sann-tsa̍p-peh hun
三十八分,sann-tsa̍p-pueh hun
三十九分,sann-tsa̍p-káu hun
四十分,sì-tsa̍p hun
四十一分,sì-tsa̍p-it hun
四十二分,sì-tsa̍p-jī hun
四十二分,sì-tsa̍p-lī hun
四十三分,sì-tsa̍p-sann hun
四十四分,sì-tsa̍p-sì hun
四十五分,sì-tsa̍p-gōo hun
四十六分,sì-tsa̍p-la̍k hun
四十七分,sì-tsa̍p-tshit hun
四十八分,sì-tsa̍p-peh hun
四十八分,sì-tsa̍p-pueh hun
四十九分,sì-tsa̍p-káu hun
五十分,gōo-tsa̍p hun
五十一分,gōo-tsa̍p-it hun
五十二分,gōo-tsa̍p-jī hun
五十二分,gōo-tsa̍p-lī hun
五十三分,gōo-tsa̍p-sann hun
五十四分,gōo-tsa̍p-sì hun
五十五分,gōo-tsa̍p-gōo hun
五十六分,gōo-tsa̍p-la̍k hun
五十七分,gōo-tsa̍p-tshit hun
五十八分,gōo-tsa̍p-peh hun
五十八分,gōo-tsa̍p-pueh hun
五十九分,gōo-tsa̍p-káu hun
六十分,la̍k-tsa̍p hun
一秒,tsi̍t bió
一秒,it bió
兩秒,nn̄g bió
二秒,jī bió
二秒,lī bió
三秒,sann bió
四秒,sì bió
五秒,gōo bió
六秒,la̍k bió
七秒,tshit bió
八秒,peh bió
八秒,pueh bió
九秒,káu bió
十秒,tsa̍p bió
十一秒,tsa̍p-it bió
十二秒,tsa̍p-jī bió
十二秒,tsa̍p-lī bió
十三秒,tsa̍p-sann bió
十四秒,tsa̍p-sì bió
十五秒,tsa̍p-gōo bió
十六秒,tsa̍p-la̍k bió
十七秒,tsa̍p-tshit bió
十八秒,tsa̍p-peh bió
十八秒,tsa̍p-pueh bió
十九秒,tsa̍p-káu bió
二十秒,jī-tsa̍p bió
二十一秒,jī-tsa̍p-it bió
二十二秒,jī-tsa̍p-jī bió
二十三秒,jī-tsa̍p-sann bió
二十四秒,jī-tsa̍p-sì bió
二十五秒,jī-tsa̍p-gōo bió
二十六秒,jī-tsa̍p-la̍k bió
二十七秒,jī-tsa̍p-tshit bió
二十八秒,jī-tsa̍p-peh bió
二十九秒,jī-tsa̍p-káu bió
二十秒,lī-tsa̍p bió
二十一秒,lī-tsa̍p-it bió
二十二秒,lī-tsa̍p-lī bió
二十三秒,lī-tsa̍p-sann bió
二十四秒,lī-tsa̍p-sì bió
二十五秒,lī-tsa̍p-gōo bió
二十六秒,lī-tsa̍p-la̍k bió
二十七秒,lī-tsa̍p-tshit bió
二十八秒,lī-tsa̍p-pueh bió
二十九秒,lī-tsa̍p-káu bió
三十秒,sann-tsa̍p bió
三十一秒,sann-tsa̍p-it bió
三十二秒,sann-tsa̍p-jī bió
三十二秒,sann-tsa̍p-lī bió
三十三秒,sann-tsa̍p-sann bió
三十四秒,sann-tsa̍p-sì bió
三十五秒,sann-tsa̍p-gōo bió
三十六秒,sann-tsa̍p-la̍k bió
三十七秒,sann-tsa̍p-tshit bió
三十八秒,sann-tsa̍p-peh bió
三十八秒,sann-tsa̍p-pueh bió
三十九秒,sann-tsa̍p-káu bió
四十秒,sì-tsa̍p bió
四十一秒,sì-tsa̍p-it bió
四十二秒,sì-tsa̍p-jī bió
四十二秒,sì-tsa̍p-lī bió
四十三秒,sì-tsa̍p-sann bió
四十四秒,sì-tsa̍p-sì bió
四十五秒,sì-tsa̍p-gōo bió
四十六秒,sì-tsa̍p-la̍k bió
四十七秒,sì-tsa̍p-tshit bió
四十八秒,sì-tsa̍p-peh bió
四十八秒,sì-tsa̍p-pueh bió
四十九秒,sì-tsa̍p-káu bió
五十秒,gōo-tsa̍p bió
五十一秒,gōo-tsa̍p-it bió
五十二秒,gōo-tsa̍p-jī bió
五十二秒,gōo-tsa̍p-lī bió
五十三秒,gōo-tsa̍p-sann bió
五十四秒,gōo-tsa̍p-sì bió
五十五秒,gōo-tsa̍p-gōo bió
五十六秒,gōo-tsa̍p-la̍k bió
五十七秒,gōo-tsa̍p-tshit bió
五十八秒,gōo-tsa̍p-peh bió
五十八秒,gōo-tsa̍p-pueh bió
五十九秒,gōo-tsa̍p-káu bió
六十秒,la̍k-tsa̍p bió
一月,it-gue̍h
二月,jī-gue̍h
二月,lī-gue̍h
三月,sann-gue̍h
四月,sì-gue̍h
五月,gōo-gue̍h
六月,la̍k-gue̍h
七月,tshit-gue̍h
八月,peh-gue̍h
八月,pueh-gue̍h
九月,káu-gue̍h
十月,tsa̍p-gue̍h
十一月,tsa̍p-it-gue̍h
十二月,tsa̍p-jī-gue̍h
十二月,tsa̍p-lī-gue̍h
一月,it-ge̍h
二月,lī-ge̍h
三月,sann-ge̍h
四月,sì-ge̍h
五月,gōo-ge̍h
六月,la̍k-ge̍h
七月,tshit-ge̍h
八月,pueh-ge̍h
九月,káu-ge̍h
十月,tsa̍p-ge̍h
十一月,tsa̍p-it-ge̍h
十二月,tsa̍p-jī-ge̍h
十二月,tsa̍p-lī-ge̍h
一月,it--gue̍h
二月,jī--gue̍h
二月,lī--gue̍h
三月,sann--gue̍h
四月,sì--gue̍h
五月,gōo--gue̍h
六月,la̍k--gue̍h
七月,tshit--gue̍h
八月,peh--gue̍h
八月,pueh--gue̍h
九月,káu--gue̍h
十月,tsa̍p--gue̍h
十一月,tsa̍p-it--gue̍h
十二月,tsa̍p-jī--gue̍h
十二月,tsa̍p-lī--gue̍h
一月,it--ge̍h
二月,jī--ge̍h
二月,lī--ge̍h
三月,sann--ge̍h
四月,sì--ge̍h
五月,gōo--ge̍h
六月,la̍k--ge̍h
七月,tshit--ge̍h
八月,peh--ge̍h
八月,pueh--ge̍h
九月,káu--ge̍h
十月,tsa̍p--ge̍h
十一月,tsa̍p-it--ge̍h
十二月,tsa̍p-jī--ge̍h
十二月,tsa̍p-lī--ge̍h
拜二,pài-jī
拜二,pài-lī
拜三,pài-sann
拜四,pài-sì
拜五,pài-gōo
第二,tē-jī
第二,tē-lī
第三,tē-sann
第四,tē-sì
第五,tē-gōo
第六,tē-la̍k
第七,tē-tshit
第八,tē-peh
第八,tē-pueh
第九,tē-káu
第十,tē-tsa̍p
